Date,Open,High,Low,Close,VIX_close
2005-08-12,0.70492,0.708115,0.70492,0.708015,12.74
2005-08-15,0.709421,0.709522,0.70502,0.705716,12.26
2005-08-16,0.705716,0.706914,0.703087,0.704821,13.52
2005-08-17,0.703482,0.703878,0.700918,0.700378,13.3
2005-08-18,0.701508,0.701705,0.696621,0.696718,13.42
2005-08-19,0.697496,0.697496,0.693818,0.693818,13.42
2005-08-22,0.696718,0.697983,0.696476,0.69701,13.42
2005-08-23,0.698178,0.698324,0.696476,0.696621,13.34
2005-08-24,0.695701,0.698324,0.694686,0.695604,14.17
2005-08-25,0.697885,0.700182,0.697691,0.699007,13.73
2005-08-26,0.698617,0.699203,0.697399,0.697399,13.72
2005-08-29,0.696718,0.697691,0.694782,0.693577,13.52
2005-08-30,0.690179,0.691181,0.688516,0.687616,13.65
2005-08-31,0.689322,0.690179,0.688184,0.695604,12.6
2005-09-01,0.695797,0.700476,0.695507,0.706314,13.15
2005-09-02,0.705916,0.708617,0.704722,0.705318,13.57
2005-09-05,0.709824,0.711491,0.708215,0.710783,13.25
2005-09-06,0.709119,0.709925,0.707814,0.707814,12.93
2005-09-07,0.707014,0.709421,0.705318,0.703977,12.52
2005-09-08,0.704722,0.706514,0.703581,0.705617,12.93
2005-09-09,0.705418,0.707914,0.705119,0.707514,11.98
2005-09-12,0.706614,0.707214,0.70492,0.703878,11.65
2005-09-13,0.70492,0.70492,0.701804,0.70492,12.39
2005-09-14,0.707314,0.709824,0.706914,0.709119,12.91
2005-09-15,0.707014,0.708115,0.705219,0.705418,12.49
2005-09-16,0.707214,0.707214,0.704077,0.704325,11.22
2005-09-19,0.699105,0.701902,0.69808,0.700722,12.14
2005-09-20,0.701804,0.702988,0.701115,0.701213,12.64
2005-09-22,0.69808,0.701311,0.695604,0.694879,13.33
2005-09-23,0.692281,0.692809,0.687096,0.687711,12.96
2005-09-26,0.687805,0.6879,0.684322,0.685401,13.04
2005-09-27,0.68171,0.681896,0.68018,0.680782,12.76
2005-09-28,0.68362,0.686389,0.68348,0.690703,12.63
2005-09-29,0.69099,0.693914,0.690703,0.690084,12.24
2005-09-30,0.692617,0.693097,0.690608,0.693097,11.92
2005-10-03,0.691085,0.691085,0.691085,0.691085,12.46
2005-10-04,0.693001,0.696282,0.693001,0.695217,13.2
2005-10-05,0.696379,0.697885,0.695314,0.694686,14.55
2005-10-06,0.698617,0.700084,0.69701,0.69701,14.96
2005-10-07,0.701311,0.701311,0.695507,0.696185,14.59
2005-10-10,0.69701,0.700182,0.69701,0.698324,15.55
2005-10-11,0.698714,0.699301,0.692089,0.693914,15.63
2005-10-12,0.693193,0.697204,0.691994,0.696913,16.219999
2005-10-13,0.695024,0.695701,0.68918,0.689988,16.469999
2005-10-14,0.696185,0.697204,0.691994,0.697204,14.87
2005-10-17,0.699301,0.699399,0.695991,0.695991,14.67
2005-10-18,0.696816,0.697301,0.6943,0.69512,15.33
2005-10-19,0.695894,0.698617,0.693481,0.697107,13.5
2005-10-20,0.697885,0.701902,0.697788,0.702099,16.110001
2005-10-21,0.703087,0.704722,0.699888,0.699888,16.129999
2005-10-24,0.701213,0.703087,0.700182,0.703087,14.74
2005-10-25,0.702395,0.70492,0.701508,0.70492,14.53
2005-10-26,0.707014,0.707014,0.703087,0.702691,14.59
2005-10-27,0.705418,0.708918,0.70492,0.707114,16.02
2005-10-28,0.708015,0.708516,0.704523,0.704325,14.25
2005-10-31,0.704325,0.705318,0.699986,0.700722,15.32
2005-11-01,0.700918,0.701016,0.697983,0.69891,14.85
2005-11-02,0.696816,0.696816,0.692089,0.692617,13.48
2005-11-03,0.693193,0.695024,0.691085,0.691085,13.0
2005-11-04,0.688279,0.689988,0.683107,0.68451,13.17
2005-11-07,0.683107,0.683901,0.678887,0.680318,13.1
2005-11-08,0.67659,0.68292,0.67659,0.682687,13.08
2005-11-09,0.683995,0.685119,0.682221,0.6879,12.8
2005-11-10,0.688184,0.690512,0.686577,0.686577,11.9
2005-11-11,0.68861,0.68918,0.686012,0.687711,11.63
2005-11-14,0.687711,0.6879,0.681617,0.680411,12.18
2005-11-15,0.682314,0.684885,0.681617,0.684885,12.23
2005-11-16,0.684416,0.685589,0.68292,0.685119,12.26
2005-11-17,0.685495,0.687002,0.684416,0.687522,11.25
2005-11-18,0.686389,0.687805,0.685119,0.687805,11.12
2005-11-21,0.688421,0.691276,0.68738,0.689608,10.82
2005-11-22,0.687994,0.688895,0.684978,0.691898,10.6
2005-11-23,0.692089,0.693914,0.691706,0.694011,10.96
2005-11-24,0.694203,0.696185,0.693914,0.695701,10.92
2005-11-25,0.694782,0.697691,0.694782,0.696718,10.88
2005-11-28,0.696718,0.70028,0.696185,0.704176,11.84
2005-11-29,0.703185,0.704077,0.700722,0.701607,11.89
2005-11-30,0.70492,0.705219,0.703087,0.704821,12.06
2005-12-01,0.704821,0.705816,0.703581,0.703581,11.24
2005-12-02,0.706514,0.71048,0.705916,0.710076,11.01
2005-12-05,0.715308,0.718907,0.714082,0.718907,11.6
2005-12-06,0.718184,0.718907,0.716692,0.718081,11.52
2005-12-07,0.709623,0.710581,0.705119,0.703383,12.18
2005-12-08,0.699105,0.702198,0.698714,0.700722,12.21
2005-12-09,0.702099,0.704722,0.702001,0.703087,11.69
2005-12-12,0.707414,0.710682,0.706714,0.711086,11.47
2005-12-13,0.71048,0.710884,0.706914,0.705816,11.11
2005-12-14,0.707714,0.710278,0.706614,0.707314,10.48
2005-12-15,0.703284,0.703284,0.692905,0.691994,10.73
2005-12-16,0.690799,0.692281,0.689085,0.689893,10.68
2005-12-19,0.692521,0.693289,0.689513,0.689513,11.38
2005-12-20,0.689608,0.689608,0.684885,0.684416,11.19
2005-12-21,0.682221,0.683901,0.678702,0.678702,10.81
2005-12-22,0.674218,0.67659,0.672585,0.671682,10.29
2005-12-23,0.673991,0.675311,0.671501,0.672721,10.27
2005-12-26,0.676407,0.676407,0.676407,0.675083,10.92
2005-12-27,0.674992,0.675995,0.6744,0.672495,11.57
2005-12-28,0.679902,0.68348,0.679902,0.68292,11.35
2005-12-29,0.681106,0.68292,0.680782,0.682082,11.61
2005-12-30,0.685401,0.685401,0.682221,0.682594,12.07
2006-01-02,0.684322,0.684885,0.681385,0.681385,11.605
2006-01-03,0.685683,0.685683,0.679995,0.681617,11.14
2006-01-04,0.685495,0.688279,0.684885,0.689608,11.37
2006-01-05,0.68738,0.687711,0.68451,0.686012,11.31
2006-01-06,0.684697,0.689893,0.683995,0.69099,11.0
2006-01-09,0.693385,0.693577,0.690512,0.693289,11.13
2006-01-10,0.690703,0.694782,0.690703,0.694686,10.86
2006-01-11,0.693577,0.697204,0.693577,0.697204,10.94
2006-01-12,0.699007,0.699692,0.693385,0.694011,11.2
2006-01-13,0.694879,0.697983,0.694686,0.697983,11.23
2006-01-16,0.698714,0.699594,0.697691,0.695604,11.57
2006-01-17,0.695701,0.695894,0.690084,0.690179,11.91
2006-01-18,0.688705,0.690894,0.687191,0.686577,12.25
2006-01-19,0.68362,0.68362,0.677507,0.681106,11.98
2006-01-20,0.681477,0.682221,0.67861,0.67861,14.56
2006-01-23,0.684182,0.685777,0.683293,0.68348,13.93
2006-01-24,0.678887,0.680921,0.677782,0.68292,13.31
2006-01-25,0.683995,0.68738,0.682408,0.687096,12.87
2006-01-26,0.68861,0.689085,0.684088,0.68451,12.42
2006-01-27,0.678518,0.686813,0.678288,0.683901,11.97
2006-01-30,0.682594,0.68292,0.681292,0.681989,12.39
2006-01-31,0.681617,0.686295,0.681106,0.686295,12.95
2006-02-01,0.687711,0.6888,0.686201,0.685495,12.36
2006-02-02,0.685307,0.689608,0.685213,0.689608,13.23
2006-02-03,0.690703,0.691802,0.686201,0.687285,12.96
2006-02-06,0.68348,0.684978,0.681477,0.681199,13.04
2006-02-07,0.683387,0.684697,0.680411,0.67861,13.59
2006-02-08,0.678518,0.679579,0.675904,0.675904,12.83
2006-02-09,0.678795,0.678795,0.676498,0.681477,13.12
2006-02-10,0.680504,0.68362,0.678887,0.679302,12.87
2006-02-13,0.68018,0.680411,0.678702,0.675083,13.35
2006-02-14,0.674809,0.675219,0.672721,0.674309,12.25
2006-02-15,0.677507,0.678887,0.677277,0.677415,12.31
2006-02-16,0.674491,0.674582,0.668092,0.668762,11.48
2006-02-17,0.668092,0.668092,0.663702,0.66769,12.01
2006-02-20,0.670017,0.670286,0.668717,0.670017,12.21
2006-02-21,0.665203,0.665203,0.661989,0.661989,12.41
2006-02-22,0.66072,0.661419,0.657419,0.658415,11.88
2006-02-23,0.660589,0.662691,0.658588,0.661594,11.87
2006-02-24,0.663614,0.664099,0.661682,0.663086,11.46
2006-02-27,0.658805,0.660895,0.658501,0.659805,11.59
2006-02-28,0.660197,0.662998,0.659413,0.663042,12.34
2006-03-01,0.66291,0.667111,0.662603,0.663394,11.54
2006-03-02,0.665513,0.668003,0.665513,0.66769,11.72
2006-03-03,0.666578,0.667601,0.665115,0.665779,11.96
2006-03-06,0.666001,0.6664,0.658718,0.656599,12.74
2006-03-07,0.651084,0.652018,0.648719,0.648719,12.66
2006-03-08,0.650915,0.651296,0.648004,0.651084,12.32
2006-03-09,0.649393,0.652188,0.648593,0.646204,12.68
2006-03-10,0.645494,0.646412,0.640902,0.640902,11.85
2006-03-13,0.643294,0.643294,0.640902,0.637308,11.37
2006-03-14,0.634719,0.634719,0.634719,0.642385,10.74
2006-03-15,0.643583,0.645494,0.642096,0.645786,11.35
2006-03-16,0.639591,0.641396,0.63674,0.637389,11.98
2006-03-17,0.635485,0.637308,0.631433,0.635001,12.12
2006-03-20,0.630398,0.630398,0.624688,0.624298,11.79
2006-03-21,0.626096,0.626096,0.62251,0.624805,11.62
2006-03-22,0.622781,0.6259,0.620193,0.628299,11.21
2006-03-23,0.625587,0.629406,0.623714,0.624298,11.17
2006-03-24,0.615991,0.615991,0.609905,0.609793,11.19
2006-03-27,0.608088,0.609088,0.60551,0.606097,11.46
2006-03-28,0.610687,0.612182,0.605914,0.604705,11.58
2006-03-29,0.600096,0.604303,0.599916,0.604303,10.95
2006-03-30,0.608902,0.611098,0.606061,0.6141,11.57
2006-03-31,0.611509,0.613911,0.611284,0.613911,11.39
2006-04-03,0.615385,0.615915,0.612895,0.61459,11.57
2006-04-04,0.607017,0.610091,0.601902,0.609385,11.14
2006-04-05,0.612295,0.615915,0.611284,0.614704,11.13
2006-04-06,0.614288,0.616485,0.613798,0.612708,11.45
2006-04-07,0.61361,0.616295,0.610501,0.610612,12.26
2006-04-10,0.607792,0.610986,0.607201,0.608902,12.19
2006-04-11,0.608014,0.611583,0.608014,0.610612,13.0
2006-04-12,0.615764,0.616789,0.613798,0.616105,12.76
2006-04-13,0.623014,0.623286,0.617208,0.620617,12.38
2006-04-14,0.619003,0.619003,0.619003,0.618582,12.48
2006-04-17,0.618009,0.618009,0.618009,0.624337,12.58
2006-04-18,0.627117,0.628812,0.625313,0.630795,11.4
2006-04-19,0.630398,0.635203,0.630398,0.632911,11.32
2006-04-20,0.634719,0.635082,0.630199,0.626017,11.64
2006-04-21,0.62822,0.634317,0.626999,0.633914,11.59
2006-04-24,0.635203,0.636416,0.631194,0.631313,11.75
2006-04-25,0.629683,0.629802,0.626096,0.6259,11.75
2006-04-26,0.630716,0.632391,0.626213,0.630597,11.76
2006-04-27,0.630517,0.633714,0.628417,0.632591,11.84
2006-04-28,0.634518,0.634518,0.633112,0.636011,11.59
2006-05-01,0.638896,0.638896,0.638896,0.638896,12.54
2006-05-02,0.635485,0.638896,0.635485,0.640615,11.99
2006-05-03,0.642219,0.644621,0.639918,0.640082,11.99
2006-05-04,0.6391,0.643583,0.637186,0.643418,11.86
2006-05-05,0.640287,0.641684,0.640287,0.641684,11.62
2006-05-08,0.642302,0.642591,0.632191,0.632991,12.0
2006-05-09,0.631393,0.631592,0.625234,0.631114,11.99
2006-05-10,0.626999,0.627786,0.624298,0.62751,11.78
2006-05-11,0.62461,0.633192,0.623403,0.63012,12.49
2006-05-12,0.632511,0.632711,0.626409,0.628299,14.19
2006-05-15,0.624415,0.624883,0.619195,0.621002,13.57
2006-05-16,0.622316,0.628417,0.620386,0.626017,13.35
2006-05-17,0.6259,0.630001,0.619195,0.623014,16.26
2006-05-18,0.622898,0.626802,0.621504,0.6222,16.99
2006-05-19,0.621736,0.624103,0.615915,0.621891,17.18
2006-05-22,0.620386,0.623791,0.614817,0.623014,17.719999
2006-05-23,0.622898,0.630795,0.620809,0.624103,18.26
2006-05-24,0.624493,0.636294,0.623286,0.635405,17.360001
2006-05-25,0.635809,0.641643,0.633513,0.640902,15.5
2006-05-26,0.640902,0.641108,0.632391,0.636983,14.26
2006-05-29,0.635405,0.636092,0.633593,0.635284,16.46
2006-05-30,0.635405,0.641396,0.63488,0.639509,18.66
2006-05-31,0.639509,0.643087,0.634518,0.635607,16.440001
2006-06-01,0.635688,0.635688,0.626488,0.628299,14.52
2006-06-02,0.628496,0.633192,0.623519,0.630795,14.32
2006-06-05,0.630915,0.635809,0.630915,0.632591,16.65
2006-06-06,0.632391,0.632791,0.626606,0.627983,17.34
2006-06-07,0.627904,0.630517,0.623247,0.630517,17.799999
2006-06-08,0.630795,0.630795,0.624883,0.626409,18.35
2006-06-09,0.626488,0.6348,0.625508,0.633995,18.120001
2006-06-12,0.632311,0.633714,0.626488,0.624688,20.959999
2006-06-13,0.626096,0.626999,0.619886,0.620887,23.809999
2006-06-14,0.621002,0.626684,0.619617,0.623597,21.459999
2006-06-15,0.623519,0.624181,0.620809,0.624181,15.9
2006-06-16,0.623986,0.625,0.616295,0.617589,17.25
2006-06-19,0.616219,0.618391,0.615688,0.616409,17.83
2006-06-20,0.616599,0.622007,0.616409,0.619886,16.690001
2006-06-21,0.619886,0.622588,0.616713,0.61736,15.52
2006-06-22,0.61736,0.618314,0.608384,0.609013,15.88
2006-06-23,0.609236,0.611808,0.604814,0.608384,15.89
2006-06-26,0.60831,0.609199,0.603209,0.604851,15.62
2006-06-27,0.604851,0.608384,0.601902,0.602083,16.4
2006-06-28,0.602083,0.602918,0.593401,0.595593,15.79
2006-06-29,0.595699,0.607017,0.593895,0.604887,13.03
2006-06-30,0.604851,0.612107,0.604485,0.610016,13.08
2006-07-03,0.60831,0.61121,0.605914,0.606907,13.05
2006-07-04,0.607091,0.611696,0.606796,0.609013,13.6
2006-07-05,0.609013,0.612107,0.603646,0.604558,14.15
2006-07-06,0.604668,0.606502,0.602955,0.604887,13.65
2006-07-07,0.604814,0.611995,0.604047,0.61121,13.97
2006-07-10,0.610911,0.615612,0.610389,0.61121,14.02
2006-07-11,0.611284,0.617589,0.610501,0.617017,13.14
2006-07-12,0.617208,0.619195,0.6141,0.619003,14.49
2006-07-13,0.619118,0.620001,0.616485,0.618697,17.790001
2006-07-14,0.618697,0.621697,0.61546,0.621311,18.049999
2006-07-17,0.622394,0.622704,0.619617,0.621195,18.639999
2006-07-18,0.621311,0.628496,0.621195,0.624337,17.74
2006-07-19,0.624493,0.625704,0.617284,0.625587,15.55
2006-07-20,0.625508,0.625782,0.619617,0.622588,16.209999
2006-07-21,0.622432,0.625587,0.621157,0.625587,17.4
2006-07-24,0.623986,0.62461,0.619502,0.622743,14.98
2006-07-25,0.622743,0.627707,0.622394,0.626017,14.85
2006-07-26,0.625704,0.626802,0.621002,0.621504,14.62
2006-07-27,0.621504,0.623791,0.618506,0.619809,14.94
2006-07-28,0.619617,0.620001,0.614817,0.618582,14.33
2006-07-31,0.618697,0.620232,0.616105,0.61931,14.95
2006-08-01,0.619195,0.621002,0.615915,0.620617,15.05
2006-08-02,0.620617,0.622781,0.616599,0.622394,14.34
2006-08-03,0.622394,0.623208,0.618506,0.618697,14.46
2006-08-04,0.618697,0.626881,0.617894,0.624883,14.34
2006-08-07,0.626684,0.627589,0.623014,0.624259,15.23
2006-08-08,0.624259,0.629287,0.623208,0.622588,15.23
2006-08-09,0.622588,0.632311,0.622588,0.631991,15.2
2006-08-10,0.632311,0.636011,0.631991,0.63488,14.46
2006-08-11,0.63484,0.636092,0.632591,0.633995,14.3
2006-08-14,0.634397,0.637714,0.627983,0.630795,14.26
2006-08-15,0.630795,0.635688,0.628614,0.635405,13.42
2006-08-16,0.635243,0.643583,0.634719,0.642219,12.41
2006-08-17,0.642055,0.643087,0.638081,0.638488,12.24
2006-08-18,0.63861,0.642219,0.637796,0.639509,11.64
2006-08-21,0.639386,0.64288,0.638081,0.640082,12.22
2006-08-22,0.640205,0.641313,0.636497,0.637796,12.19
2006-08-23,0.637796,0.642219,0.63678,0.63678,12.4
2006-08-24,0.636699,0.638814,0.633995,0.634397,12.4
2006-08-25,0.634397,0.638203,0.633593,0.637105,12.31
2006-08-28,0.636294,0.639182,0.63593,0.638488,12.18
2006-08-29,0.638447,0.645203,0.63804,0.644912,12.28
2006-08-30,0.644912,0.650618,0.644081,0.650491,12.22
2006-08-31,0.650406,0.656685,0.649393,0.656082,12.31
2006-09-01,0.656082,0.657203,0.653211,0.65591,11.96
2006-09-04,0.657289,0.657981,0.648887,0.651381,12.295
2006-09-05,0.651381,0.65189,0.644496,0.645286,12.63
2006-09-06,0.645286,0.650618,0.64512,0.650195,13.74
2006-09-07,0.65028,0.650491,0.643211,0.645494,13.88
2006-09-08,0.645619,0.646998,0.636011,0.637796,13.16
2006-09-11,0.637796,0.64189,0.6348,0.639304,12.99
2006-09-12,0.638407,0.645286,0.638081,0.644413,11.92
2006-09-13,0.643956,0.654879,0.639386,0.654193,11.18
2006-09-14,0.654407,0.66538,0.653595,0.660808,11.55
2006-09-15,0.660982,0.664099,0.657117,0.663306,11.76
2006-09-18,0.664011,0.665912,0.661682,0.664055,11.78
2006-09-19,0.664055,0.665779,0.658415,0.658892,11.98
2006-09-20,0.658979,0.663878,0.655566,0.657505,11.39
2006-09-21,0.657808,0.664319,0.657592,0.661901,12.25
2006-09-22,0.66212,0.663482,0.657117,0.659979,12.59
2006-09-25,0.661989,0.670601,0.661113,0.668003,12.12
2006-09-26,0.668181,0.672405,0.657203,0.660197,11.53
2006-09-27,0.659892,0.661594,0.653979,0.656987,11.58
2006-09-28,0.656944,0.659196,0.654407,0.655008,11.72
